text,label
טא,ru_from_he
there,en
когда,ru
KT AO,he_from_en
and,en
cnfnm,ru_from_en
c,ru_from_en
מה,he
r,ru_from_en
ЯТШ,he_from_ru
there,en
",snm dhtvz",ru_from_en
טח,ru_from_he
если,ru
ב טכ,ru_from_he
иметь,ru
GFAHU XPR,he_from_en
КГЕМ ТРЩ,he_from_ru
םכ,en_from_he
ршы рук,en_from_ru
לנ ג,ru_from_he
םכ חודא,en_from_he
мочь,ru
פקםפךק,en_from_he
אני,he
чтобы,ru
ג,ru_from_he
he,en
not,en
מכרח/,ru_from_he
РКО ЯМ,he_from_ru
yj,ru_from_en
CH<,he_from_en
גד יכפ,ru_from_he
ltkj nj;t,ru_from_en
ьу,en_from_ru
them,en
ЯМ,he_from_ru
РКО,he_from_ru
ЧЗК ЛТМ,he_from_ru
еруыу цфн,en_from_ru
ершы,en_from_ru
КГЬМ ЕИР,he_from_ru
טנסמח,ru_from_he
ףנפטצ טכךח,ru_from_he
some,en
נ,ru_from_he
איפה,he
his,en
even,en
our,en
pf,ru_from_en
сейчас,ru
kb ybxnj,ru_from_en
אני,he
year,en
место,ru
THA,he_from_en
работа,ru
us,en
цршср,en_from_ru
לחם,he
ыфн сфт,en_from_ru
דם,en_from_he
way,en
into,en
dtcm ds,ru_from_en
они,ru
JHHO,he_from_en
yb,ru_from_en
רק,he
back,en
אם,he
רוצה,he
ארץ,he
I,en
CH< FH,he_from_en
because,en
כי,he
я,ru
еруь иге,en_from_ru
םכ,en_from_he
דם,en_from_he
רק,he
עושה,he
DO,he_from_en
HRJ CH<,he_from_en
עקא מם,en_from_he
РКО ЕРЗМ,he_from_ru
KT,he_from_en
",מח באתז",ru_from_he
ЛТМ,he_from_ru
םמ ןא,en_from_he
ша ерфе,en_from_ru
׳ןךך,en_from_he
dct r,ru_from_en
стоять,ru
под,ru
нщгк,en_from_ru
ше ша,en_from_ru
ולכפ,ru_from_he
אןצק,en_from_he
זה,he
from,en
ANA,he_from_en
אם,he
כםר נק,en_from_he
מי,he
ckjdj,ru_from_en
VHV HUSG,he_from_en
גחמ נךמנ,ru_from_he
ltkj ybxnj,ru_from_en
םאיקר,en_from_he
גבא,ru_from_he
את,he
FH,he_from_en
with,en
all,en
אבל,he
לחם,he
מחףא רחוךכ,ru_from_he
and,en
ты,ru
цщкл ерштл,en_from_ru
א׳ם,en_from_he
ПЛ ЛЕ,he_from_ru
גיאהז,ru_from_he
ltkj,ru_from_en
ЗПЩ,he_from_ru
djn,ru_from_en
any,en
TO,he_from_en
nj;t,ru_from_en
KNV HRJ,he_from_en
cdjq hfp,ru_from_en
של,he
we,en
למה,he
have,en
GUAV ZNI,he_from_en
КГЕМ,he_from_ru
דם ׳יןבי,en_from_he
כ רמח,ru_from_he
לחם,he
ршы,en_from_ru
ujl,ru_from_en
מחמ,ru_from_he
של,he
עם,he
THL,he_from_en
ישהק,en_from_he
цшер,en_from_ru
תדמצ ח,ru_from_he
"במכמצ ,מח",ru_from_he
rfr,ru_from_en
ЗПЩ ПАФРГ,he_from_ru
дщщл,en_from_ru
ירח,he
טנ,ru_from_he
there,en
какой,ru
ащк ашкые,en_from_ru
KT CT,he_from_en
ша,en_from_ru
ТР,he_from_ru
ещ,en_from_ru
טנ,ru_from_he
KNV,he_from_en
ЕБМ,he_from_ru
זמן,he
ьн фт,en_from_ru
C DO,he_from_en
црут огые,en_from_ru
א׳ם,en_from_he
АЫР ЕСЛ,he_from_ru
but,en
тщц,en_from_ru
אישא,en_from_he
good,en
can,en
KNV VUT,he_from_en
in,en
ПГЛЩ,he_from_ru
an,en
יש,he
NHO CH<,he_from_en
nj;t,ru_from_en
גשט איקמ,en_from_he
day,en
к,ru
ерушк,en_from_ru
יודע,he
FSH THL,he_from_en
"jlby ,snm",ru_from_en
под,ru
נט ןמאם,en_from_he
גם נט,en_from_he
אומר,he
הוא,he
HUO,he_from_en
איקןר,en_from_he
дело,ru
фтн,en_from_ru
тщ иусфгыу,en_from_ru
ר,ru_from_he
ה,he
фтн ру,en_from_ru
ерушк,en_from_ru
קף הד,ru_from_he
טא,ru_from_he
мочь,ru
׳שט ׳ק,en_from_he
уж,ru
דבר,he
חיים,he
דיק,en_from_he
חט,ru_from_he
ישהק,en_from_he
КГЬМ ТРЩ,he_from_ru
out,en
his,en
ыщьу фтв,en_from_ru
КГЬМ ЕБМ,he_from_ru
ЯМ,he_from_ru
איך,he
когда,ru
щге,en_from_ru
על,he
במחזמצ,ru_from_he
идти,ru
tt dtcm,ru_from_en
KJO HRJ,he_from_en
ЫКД КГЬМ,he_from_ru
ТЕГЫ,he_from_ru
שמש,he
ףנפטצ,ru_from_he
well,en
good,en
ן,en_from_he
into,en
ופ,en_from_he
first,en
him,en
ארץ,he
ащк ыуу,en_from_ru
it,en
время,ru
SCR,he_from_en
АЕШ ТЕГЫ,he_from_ru
טכ,ru_from_he
тщц ршь,en_from_ru
dtcm,ru_from_en
ТБР ЧЗК,he_from_ru
מםא,en_from_he
цршср ерфт,en_from_ru
צםדא,en_from_he
come,en
דבר,he
עםםג ים׳,en_from_he
ךםםל נק,en_from_he
о,ru
into,en
jyb,ru_from_en
נט בםוךג,en_from_he
תדמצ טנ,ru_from_he
"hf,jnf lf;t",ru_from_en
במכמצ,ru_from_he
איקדק,en_from_he
למה,he
ךםםל דםצק,en_from_he
о,ru
גשט צק,en_from_he
ОРРЩ,he_from_ru
b lkz,ru_from_en
טנ ב,ru_from_he
vjxm gjnjv,ru_from_en
ЕБ ЯМ,he_from_ru
עכשיו,he
ВЩ,he_from_ru
אתה,he
צק,en_from_he
ckjdj ;t,ru_from_en
for,en
חסאטצ עח,ru_from_he
М,he_from_ru
ни,ru
dtcm,ru_from_en
ЛЕ,he_from_ru
as,en
о,ru
сщьу ин,en_from_ru
пщ,en_from_ru
РАГЛ,he_from_ru
cnjznm jyf,ru_from_en
us,en
how,en
HFUK NV,he_from_en
стать,ru
ЕБ ВЩ,he_from_ru
ujl lf;t,ru_from_en
ג יכתחמכ,ru_from_he
עם,en_from_he
в,ru
םמק,en_from_he
איש,he
מםא,en_from_he
כדי,he
"hf,jnf",ru_from_en
cnjznm,ru_from_en
קהקמ נשבל,en_from_he
כל,he
not,en
take,en
׳ים,en_from_he
lheu z,ru_from_en
year,en
голова,ru
ешьу,en_from_ru
תדמצ ךח,ru_from_he
with,en
БТРЫ ЫКД,he_from_ru
טםור,en_from_he
PGO,he_from_en
know,en
лицо,ru
חושב,he
ЕБМ МРМ,he_from_ru
фаеук,en_from_ru
ךאלח,ru_from_he
"vjxm ct,z",ru_from_en
רמח טנ,ru_from_he
היה,he
םוא עקא,en_from_he
עכשיו,he
",snm",ru_from_en
ns,ru_from_en
כרםצ א׳ם,en_from_he
׳םוךג,en_from_he
тоже,ru
make,en
for,en
יכתחמכ ךחה,ru_from_he
יודע,he
КГЬМ ЬКРД,he_from_ru
ספר,he
TBH,he_from_en
tt ult,ru_from_en
them,en
then,en
SCR,he_from_en
יכול,he
туц щк,en_from_ru
TBH TVCV,he_from_en
THPV VHV,he_from_en
jxtym,ru_from_en
ן יקר,en_from_he
נוא,en_from_he
איןמל,en_from_he
ТРЩ ЕБ,he_from_ru
ЧЗК,he_from_ru
זה,he
ljv,ru_from_en
",snm bvtnm",ru_from_en
ЧЗК,he_from_ru
ОРРЩ,he_from_ru
VHV HUO,he_from_en
гыу лтщц,en_from_ru
C KT,he_from_en
тот,ru
вот,ru
шеы,en_from_ru
if,en
ерут нуфк,en_from_ru
יןד דם,en_from_he
e,ru_from_en
to,en
ךןלק כרםצ,en_from_he
סאלחגאר חטנ,ru_from_he
пщщв ашкые,en_from_ru
TUNR ZV,he_from_en
צט,en_from_he
ыфн щге,en_from_ru
ופ ׳ןךך,en_from_he
חיים,he
еруь,en_from_ru
תדמצ כ,ru_from_he
СЕ,he_from_ru
нщг ешьу,en_from_ru
лтщц ефлу,en_from_ru
אישא טקשר,en_from_he
כןרדא,en_from_he
фдыщ црфе,en_from_ru
וד ןמאם,en_from_he
מכרח/ יכפ,ru_from_he
as,en
NAPJV TVCV,he_from_en
איקמ,en_from_he
TVCV HFUK,he_from_en
tckb jy,ru_from_en
PGO ZV,he_from_en
רחמחיד/ רכר,ru_from_he
גם ישהק,en_from_he
נק שנםוא,en_from_he
ק נהאמצ,ru_from_he
טא תדמצ,ru_from_he
גשט דםצק,en_from_he
за,ru
"jxtym hf,jnf",ru_from_en
כדי,he
за,ru
only,en
ьщые туц,en_from_ru
рщц црщ,en_from_ru
לנ׳ח תדמצ,ru_from_he
how,en
an,en
ецщ ерушк,en_from_ru
ЕГ С,he_from_ru
א׳ם דשט,en_from_he
כי,he
TO HU<R,he_from_en
רק,he
они,ru
сейчас,ru
then,en
עולם,he
םמךט,en_from_he
me,en
about,en
שךך עןהק,en_from_he
באתז,ru_from_he
they,en
נךמנ חסאטצ,ru_from_he
use,en
cnfnm ;t,ru_from_en
КГЬМ,he_from_ru
ифсл,en_from_ru
jyf,ru_from_en
слово,ru
זה,he
ин ыуу,en_from_ru
HUO,he_from_en
עם,he
ерфт лтщц,en_from_ru
מק׳ ׳שט,en_from_he
e,ru_from_en
׳יןבי ופ,en_from_he
think,en
ТМ ТР,he_from_ru
ךןלק,en_from_he
just,en
blnb djn,ru_from_en
גם,en_from_he
за,ru
נשבל איקדק,en_from_he
מתי,he
בםצק וד,en_from_he
שמג,en_from_he
PGO GUAV,he_from_en
cfv,ru_from_en
HFUK,he_from_en
yt cdjq,ru_from_en
CH< FH,he_from_en
בא,he
",snm",ru_from_en
GUKO GFAHU,he_from_en
איקרק,en_from_he
место,ru
מי,he
עם נוא,en_from_he
ltkj dhtvz,ru_from_en
זמן,he
טכ,ru_from_he
HKS NV,he_from_en
сщьу иге,en_from_ru
фтн дщщл,en_from_ru
אישא ׳יקמ,en_from_he
ыру ин,en_from_ru
не,ru
אתה,he
",מחמ",ru_from_he
מחףא מכרח/,ru_from_he
ckjdj,ru_from_en
njn vs,ru_from_en
any,en
ЕЩ ТР,he_from_ru
their,en
j,ru_from_en
ьу шт,en_from_ru
רכרח/,ru_from_he
штещ ру,en_from_ru
gj yj,ru_from_en
חטנ מכה,ru_from_he
אבל,he
ח,ru_from_he
vjxm,ru_from_en
a,en
HKS,he_from_en
kb yf,ru_from_en
לנ,ru_from_he
djn,ru_from_en
нщг сфт,en_from_ru
עם,he
ב,he
стать,ru
ב,he
что,ru
גם,he
סמחתד,ru_from_he
a,en
כן,he
ФТФ ЕРЗМ,he_from_ru
ק,ru_from_he
ьщые,en_from_ru
кто,ru
о,ru
גם פקםפךק,en_from_he
как,ru
e,ru_from_en
כן,he
כן,he
XPR,he_from_en
לנ׳ח החסצ,ru_from_he
רק,he
and,en
משפחה,he
РФ МГЕ,he_from_ru
TUNR,he_from_en
ыщ Ш,en_from_ru
ЗПЩ,he_from_ru
טקשר,en_from_he
М ТР,he_from_ru
ЛЕ КГЬМ,he_from_ru
ЛТМ,he_from_ru
RUTV,he_from_en
צםדא כםר,en_from_he
like,en
GK,he_from_en
даже,ru
себя,ru
יןצ,en_from_he
dhtvz,ru_from_en
ult,ru_from_en
КГЕМ ЧЗК,he_from_ru
надо,ru
КУ,he_from_ru
njkmrj,ru_from_en
ФЩ,he_from_ru
ЕРД ПЛ,he_from_ru
כל,he
ukfp ujl,ru_from_en
лтщц,en_from_ru
TUNR,he_from_en
יש,he
to,en
ltkj,ru_from_en
у,ru
такой,ru
ים׳,en_from_he
not,en
חךנט בא/סכב,ru_from_he
באתז,ru_from_he
be,en
Л ЕГ,he_from_ru
see,en
ארץ,he
צריך,he
сам,ru
rjnjhsq,ru_from_en
have,en
so,en
עםםג,en_from_he
קהקמ,en_from_he
ТРЩ,he_from_ru
ащк,en_from_ru
ודק,en_from_he
מתי,he
r,ru_from_en
какой,ru
это,ru
of,en
צט שמט,en_from_he
ф,en_from_ru
מי,he
ОРРЩ М,he_from_ru
כל,he
כרםצ,en_from_he
еруь,en_from_ru
ספר,he
ФЩ ТР,he_from_ru
אומר,he
איקןר ׳יקמ,en_from_he
כםר,en_from_he
who,en
גד ךכףא,ru_from_he
ЕГТК,he_from_ru
gthdsq,ru_from_en
стоять,ru
пщ,en_from_ru
ФЛ СЕ,he_from_ru
АР,he_from_ru
SRL,he_from_en
ש אשלק,en_from_he
his,en
ецщ,en_from_ru
jy gjl,ru_from_en
most,en
נוא נוא,en_from_he
она,ru
rfr,ru_from_en
by,en
איקרק,en_from_he
щк,en_from_ru
дшлу,en_from_ru
say,en
עכשיו,he
שמג,en_from_he
ילד,he
ןכ,en_from_he
באתז החסצ,ru_from_he
כן,he
ודק יןצ,en_from_he
ספר,he
такой,ru
יןצ,en_from_he
איפה,he
XPR,he_from_en
חסאטצ,ru_from_he
щтдн,en_from_ru
VUT ZV,he_from_en
иу,en_from_ru
משפחה,he
מד,ru_from_he
SRL K,he_from_en
for,en
АЫР АЕШ,he_from_ru
очень,ru
РГБК,he_from_ru
by,en
ZNI,he_from_en
עיר,he
ЛОЩ ЯТШ,he_from_ru
than,en
מחלצרח,ru_from_he
ЕРД,he_from_ru
א׳ם ישהק,en_from_he
גבא בכה,ru_from_he
nfrjq,ru_from_en
SRL,he_from_en
ךכףא ףא,ru_from_he
do,en
בכה ז,ru_from_he
צק,en_from_he
בגח/ רכרח/,ru_from_he
HA,he_from_en
РАГЛ БТРЫ,he_from_ru
בגח/,ru_from_he
иу щгк,en_from_ru
себя,ru
או,he
фтв фы,en_from_ru
זה,he
e,ru_from_en
עיר,he
no,en
THL JHHO,he_from_en
הוא,he
חט פךאבצ,ru_from_he
ךלז בלחגח,ru_from_he
ФЛ,he_from_ru
TCK KJO,he_from_en
"bvtnm hf,jnf",ru_from_en
идти,ru
ljv xnj,ru_from_en
FK,he_from_en
his,en
ЧЗК ЕБМ,he_from_ru
במכמצ,ru_from_he
good,en
тщ црут,en_from_ru
החסצ פךאבצ,ru_from_he
ntgthm e;,ru_from_en
ЕГ,he_from_ru
сщгдв,en_from_ru
T< VUT,he_from_en
גם,he
או,he
what,en
сщгдв црут,en_from_ru
מד,ru_from_he
DO,he_from_en
מם׳,en_from_he
אתה,he
jyb,ru_from_en
ее,ru
אומר,he
ודק,en_from_he
ПЛ ЕГТК,he_from_ru
just,en
КГЬМ,he_from_ru
год,ru
ךכףא מכה,ru_from_he
ujl,ru_from_en
цщкл,en_from_ru
לא,he
nj;t,ru_from_en
КУ,he_from_ru
CT,he_from_en
come,en
אתה,he
גאבצ חסאטצ,ru_from_he
גבא,ru_from_he
מד,ru_from_he
ешьу тщц,en_from_ru
וךא,ru_from_he
יק,en_from_he
ЯМ ТФЗОМ,he_from_ru
two,en
TU,he_from_en
ךח סמח,ru_from_he
М РГБК,he_from_ru
שמג,en_from_he
איך,he
אהבה,he
NAPJV,he_from_en
bvtnm,ru_from_en
במכמצ ח,ru_from_he
דבר,he
один,ru
иге ерушк,en_from_ru
me,en
ВЩ,he_from_ru
ЬКРД,he_from_ru
מי,he
rfrjq lkz,ru_from_en
"hf,jnf vjxm",ru_from_en
איקצ מם׳,en_from_he
кто,ru
HFUK FK,he_from_en
ЛЕ МРМ,he_from_ru
ПГФМ ЕСЛ,he_from_ru
איך,he
kb jyf,ru_from_en
עןהק,en_from_he
ים׳ נט,en_from_he
just,en
ничто,ru
NAPJV,he_from_en
ТР,he_from_ru
טנסמח רחמחיד/,ru_from_he
ЕЩ,he_from_ru
ТФЗОМ ЕСЛ,he_from_ru
פעם,he
החסצ,ru_from_he
טכ טנסמח,ru_from_he
с,ru
םהקר גם,en_from_he
into,en
גד כ,ru_from_he
היה,he
пщ,en_from_ru
ифсл,en_from_ru
כםר,en_from_he
םמךט םמק,en_from_he
ujl rfr,ru_from_en
TU,he_from_en
МГЕ ОРРЩ,he_from_ru
כאן,he
мы,ru
םאיקר,en_from_he
an,en
there,en
על,he
שמג דם,en_from_he
HKS,he_from_en
יקר,en_from_he
ЯТШ ОРРЩ,he_from_ru
здесь,ru
PGO K,he_from_en
know,en
HU<R,he_from_en
ЛЕ ЫСК,he_from_ru
ЯМ ЫКД,he_from_ru
פכ קף,ru_from_he
על,he
we,en
vjxm ds,ru_from_en
ыфн,en_from_ru
ерфе,en_from_ru
ЛОЩ,he_from_ru
ולכפ גיאהז,ru_from_he
ьу,en_from_ru
быть,ru
цудд,en_from_ru
במכמצ חךנט,ru_from_he
שךדם ׳ק,en_from_he
njkmrj,ru_from_en
njkmrj,ru_from_en
GUKO HU<R,he_from_en
FSH NHO,he_from_en
ЫКД КГЬМ,he_from_ru
tckb,ru_from_en
in,en
׳ישא,en_from_he
and,en
ты,ru
סאלחגאר,ru_from_he
этот,ru
MRHL,he_from_en
тщ пщщв,en_from_ru
HUO,he_from_en
вщ,en_from_ru
дщщл сщьу,en_from_ru
זה,he
ךיקו,ru_from_he
and,en
think,en
היה,he
make,en
вы,ru
такой,ru
из,ru
ЕИР ЬКРД,he_from_ru
SRL VHV,he_from_en
ה,he
come,en
ףנפטצ,ru_from_he
איקצ,en_from_he
over,en
GHR HUO,he_from_en
איקט ׳ק,en_from_he
ТРЩ ПРК,he_from_ru
сщьу пщщв,en_from_ru
יכפ גבא,ru_from_he
только,ru
гз,en_from_ru
ФТФ,he_from_ru
גשט,en_from_he
ВЩ ЕГТК,he_from_ru
ша иге,en_from_ru
now,en
jxtym,ru_from_en
רואה,he
ЯМ РКО,he_from_ru
ащк дшлу,en_from_ru
z nfrjq,ru_from_en
make,en
the,en
בא,he
VHV,he_from_en
ךיקו,ru_from_he
KT FK,he_from_en
МРМ ВЩ,he_from_ru
at,en
מכרח/ ףנפטצ,ru_from_he
we,en
V,he_from_en
пуе,en_from_ru
стать,ru
РКО,he_from_ru
TO TU,he_from_en
jxtym gjnjv,ru_from_en
CH< VHV,he_from_en
I,en
ujl c,ru_from_en
лицо,ru
ТМ,he_from_ru
ודק ים׳,en_from_he
b,ru_from_en
םאיקר,en_from_he
crfpfnm,ru_from_en
some,en
use,en
זה,he
will,en
ЕКЮ МРМ,he_from_ru
ПГФМ,he_from_ru
זמן,he
םר,en_from_he
שמ שמג,en_from_he
בםוךג,en_from_he
למה,he
איק,en_from_he
ЫСК,he_from_ru
look,en
С,he_from_ru
NH TUNR,he_from_en
раз,ru
ЧЗК АЕШ,he_from_ru
תדמצ,ru_from_he
מד,ru_from_he
vjxm,ru_from_en
גם,he
I,en
rfrjq d,ru_from_en
תמיד,he
T<,he_from_en
сам,ru
their,en
ЧЗК ФЛ,he_from_ru
стать,ru
T<,he_from_en
gthdsq jyb,ru_from_en
ЫСК,he_from_ru
come,en
kb,ru_from_en
ЕРЗМ,he_from_ru
ецщ,en_from_ru
фдыщ,en_from_ru
МРМ,he_from_ru
а,ru
יש,he
RUTV,he_from_en
טנ,ru_from_he
ךכףא,ru_from_he
сказать,ru
חטנ,ru_from_he
פךאבצ וחלחגכ,ru_from_he
עקא ופ,en_from_he
о,ru
כרםצ דם,en_from_he
םמ,en_from_he
אני,he
ЕРД ЯМ,he_from_ru
חט ק,ru_from_he
еруыу црщ,en_from_ru
טכךח החסצ,ru_from_he
על,he
ЛЕ,he_from_ru
рщц,en_from_ru
כדי,he
нщг дшлу,en_from_ru
TBH,he_from_en
if,en
נךמנ פכ,ru_from_he
רחוךכ,ru_from_he
<NHS TCK,he_from_en
PGO C,he_from_en
גבא,ru_from_he
make,en
xnj ujkjdf,ru_from_en
new,en
אהבה,he
чтобы,ru
где,ru
щтдн,en_from_ru
החסצ סמחתד,ru_from_he
יום,he
other,en
ךאלח,ru_from_he
YUC,he_from_en
dtcm yf,ru_from_en
VHV GUAV,he_from_en
יום,he
ПГЛЩ,he_from_ru
דבר,he
щге сфт,en_from_ru
yf,ru_from_en
rjulf,ru_from_en
с,ru
VUT PGO,he_from_en
אבלנ,ru_from_he
ЕИР ТЕГЫ,he_from_ru
ודק,en_from_he
מםא,en_from_he
שמש,he
מאוד,he
РЛЫ ЗПЩ,he_from_ru
фдыщ ыщьу,en_from_ru
גבא רכר,ru_from_he
РГЩ РГБК,he_from_ru
GO,he_from_en
rjulf r,ru_from_en
רואה,he
RE,he_from_en
ק וךא,ru_from_he
фтв ершы,en_from_ru
я,ru
נוא ׳שט,en_from_he
цфн,en_from_ru
один,ru
ЕИР,he_from_ru
ЕРФ,he_from_ru
רק,he
איקט,en_from_he
Л,he_from_ru
מםא עם,en_from_he
THL,he_from_en
would,en
теперь,ru
from,en
БТРЫ,he_from_ru
ה,he
ТБР,he_from_ru
out,en
где,ru
םור,en_from_he
JHHO <NHS,he_from_en
jxtym e;,ru_from_en
דבר,he
ЧЗК,he_from_ru
до,ru
בלחגח פךאבצ,ru_from_he
she,en
же,ru
חושב,he
up,en
KNV,he_from_en
цфн,en_from_ru
свой,ru
כל,he
צריך,he
ופ,en_from_he
TUNR,he_from_en
עושה,he
יותר,he
נקבשודק,en_from_he
איק ׳ים,en_from_he
КГЕМ,he_from_ru
ЯМ МГЕ,he_from_ru
only,en
цщкл ыфн,en_from_ru
ukfp,ru_from_en
איקןר ׳שמא,en_from_he
דם,en_from_he
VHV,he_from_en
вфн,en_from_ru
tt,ru_from_en
фдыщ ьу,en_from_ru
раз,ru
איקןר,en_from_he
пщщв,en_from_ru
пщщв,en_from_ru
םמ,en_from_he
jlby ltkj,ru_from_en
МРМ ЧЗК,he_from_ru
b kb,ru_from_en
ודק אשלק,en_from_he
ПАФРГ,he_from_ru
day,en
למה,he
ФТФ Л,he_from_ru
вы,ru
לחם,he
KT,he_from_en
למם׳ אשלק,en_from_he
Л,he_from_ru
цфте,en_from_ru
ПЩ С,he_from_ru
на,ru
ult,ru_from_en
׳םוךג,en_from_he
עושה,he
םמךט,en_from_he
כדי,he
פעם,he
щт,en_from_ru
а,ru
HUO,he_from_en
במחזמצ גאבצ,ru_from_he
חודא,en_from_he
שמט,en_from_he
at,en
ЧЗК,he_from_ru
ешьу гыу,en_from_ru
этот,ru
ты,ru
קהקמ גשט,en_from_he
אבל,he
ל,he
уж,ru
מאעאיצ,ru_from_he
׳יקמ,en_from_he
ша ашкые,en_from_ru
צט,en_from_he
בית,he
JHHO,he_from_en
איקרק,en_from_he
סמח,ru_from_he
יכתחמכ,ru_from_he
way,en
же,ru
רחמחיד/,ru_from_he
איפה,he
КУ,he_from_ru
АЛ ЯМ,he_from_ru
ybxnj,ru_from_en
СЕ РЛЫ,he_from_ru
ךכףא רחמחיד/,ru_from_he
איש,he
׳םוךג ׳ק,en_from_he
ןמ,en_from_he
идти,ru
nj nj,ru_from_en
тот,ru
יקר כםר,en_from_he
ОГФС СЕ,he_from_ru
איש,he
דקק,en_from_he
ЕРФ,he_from_ru
כ עח,ru_from_he
ЛЕ,he_from_ru
because,en
ПЛ,he_from_ru
под,ru
NV,he_from_en
but,en
איפה,he
ЕМСМ РГЩ,he_from_ru
make,en
до,ru
to,en
ckjdj ;bpym,ru_from_en
וד,en_from_he
CT GO,he_from_en
сщгдв цршср,en_from_ru
get,en
ANA,he_from_en
ТР Л,he_from_ru
только,ru
за,ru
ב,he
crfpfnm yt,ru_from_en
פקםפךק,en_from_he
them,en
ЧЗК,he_from_ru
ילד,he
יש,he
ЕЩ ЧЗК,he_from_ru
about,en
kbwj 'nj,ru_from_en
like,en
הוא,he
даже,ru
нуфк,en_from_ru
",מח טנסמח",ru_from_he
טוב,he
בםצק םור,en_from_he
טכ אבלנ,ru_from_he
стать,ru
עאיגד/ גחמ,ru_from_he
רואה,he
"hf,jnf dct",ru_from_en
HFUK GFAHU,he_from_en
ЕИР,he_from_ru
יןצ,en_from_he
С ЬКРД,he_from_ru
סאלחגאר,ru_from_he
ьфлу,en_from_ru
מםא,en_from_he
but,en
РГЫП ПЛ,he_from_ru
אם,he
RUTV TU,he_from_en
ЕИР ЕМСМ,he_from_ru
jxtym jxtym,ru_from_en
עקא,en_from_he
מי,he
ЧЗК АЛ,he_from_ru
я,ru
מחמ בגח/,ru_from_he
מד,ru_from_he
но,ru
тоже,ru
עחמחה טנסמח,ru_from_he
איקט,en_from_he
שמש,he
blnb j,ru_from_en
יקר םמק,en_from_he
ףנפטצ ךחה,ru_from_he
רחמחיד/ פכ,ru_from_he
ЯМ АЫР,he_from_ru
מחףא חסאטצ,ru_from_he
אבל,he
עיר,he
еруыу щге,en_from_ru
AK KT,he_from_en
us,en
יקר,en_from_he
lkz jyf,ru_from_en
שמג,en_from_he
נט,en_from_he
עושה,he
יקר,en_from_he
than,en
מי,he
фдд ршы,en_from_ru
пщщв,en_from_ru
",snm",ru_from_en
фаеук пуе,en_from_ru
new,en
דםצק בשמ,en_from_he
back,en
ךיקו בגח/,ru_from_he
;t,ru_from_en
",snm e",ru_from_en
his,en
about,en
она,ru
дщщл,en_from_ru
ЯМ,he_from_ru
щерук тщц,en_from_ru
ltkj cfv,ru_from_en
׳שמא,en_from_he
ФТФ ТЕГЫ,he_from_ru
HKS CH<,he_from_en
ירח,he
ן ודק,en_from_he
only,en
GUKO,he_from_en
c,ru_from_en
HFUK,he_from_en
ПЛ ЕИР,he_from_ru
дело,ru
רכר יכתחמכ,ru_from_he
GHR TBH,he_from_en
my,en
yb,ru_from_en
ПГФМ ОГФС,he_from_ru
КГЕМ ОГФС,he_from_ru
сейчас,ru
стоять,ru
cnfnm pf,ru_from_en
иусфгыу пуе,en_from_ru
you,en
us,en
как,ru
vjxm jyf,ru_from_en
еру еруь,en_from_ru
כדי,he
blnb,ru_from_en
ירח,he
צק נק,en_from_he
RE GK,he_from_en
זה,he
דשט שמ,en_from_he
טכ,ru_from_he
שךדם,en_from_he
עם ׳ןךך,en_from_he
תדמצ,ru_from_he
יכפ,ru_from_he
איקרק,en_from_he
ифсл,en_from_ru
место,ru
црфе,en_from_ru
םהקר םור,en_from_he
FI,he_from_en
סמחתד,ru_from_he
כרםצ עקא,en_from_he
אבל,he
VHV,he_from_en
וךא אא,ru_from_he
ЕИР ПЛ,he_from_ru
vs jyb,ru_from_en
דרך,he
КУ ЕРЗМ,he_from_ru
גד,ru_from_he
NH GHR,he_from_en
V HUSG,he_from_en
two,en
לחם,he
"nfrjq ct,z",ru_from_en
у,ru
вщ,en_from_ru
ФТФ,he_from_ru
now,en
when,en
njkmrj rfr,ru_from_en
back,en
только,ru
just,en
first,en
ברכפכמצ,ru_from_he
но,ru
only,en
עןהק,en_from_he
פקםפךק,en_from_he
у,ru
תמיד,he
HFUK GHR,he_from_en
ns ltkj,ru_from_en
ЯМ ЬКРД,he_from_ru
они,ru
פךאבצ טכךח,ru_from_he
ZV FI,he_from_en
",מח",ru_from_he
это,ru
JHHO,he_from_en
С,he_from_ru
מחלצרח מכה,ru_from_he
xnj,ru_from_en
FH,he_from_en
ds,ru_from_en
צםדא איןד,en_from_he
עםםג,en_from_he
he,en
ршь,en_from_ru
'njn r,ru_from_en
фдд,en_from_ru
NH SRL,he_from_en
אא עח,ru_from_he
cnfnm,ru_from_en
כדי,he
"ct,z",ru_from_en
тщц иге,en_from_ru
ק במחזמצ,ru_from_he
ьу,en_from_ru
מאוד,he
that,en
цщкл,en_from_ru
צט,en_from_he
АР ВЩ,he_from_ru
быть,ru
of,en
VUT,he_from_en
еруь вфн,en_from_ru
טא,ru_from_he
נוא,en_from_he
לא,he
יש,he
NHO JUAC,he_from_en
под,ru
GUKO ZV,he_from_en
Л С,he_from_ru
рук,en_from_ru
место,ru
will,en
ЕРЗМ,he_from_ru
ру ыщ,en_from_ru
ltkj rjulf,ru_from_en
דשט,en_from_he
עיר,he
пщ,en_from_ru
иусфгыу ерушк,en_from_ru
כ סאלחגאר,ru_from_he
would,en
HRJ VHV,he_from_en
עולם,he
ешьу,en_from_ru
tckb vtcnj,ru_from_en
e;,ru_from_en
RUMV,he_from_en
AO,he_from_en
